MsgID.GLOBAL_POSITION,1524851243.7710662,-122.3957511,37.7932802,0.1190000
MsgID.LOCAL_VELOCITY,1524851243.7710662,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1524851243.7712839,-0.1533318,0.0260253,-0.1190754
MsgID.LOCAL_VELOCITY,1524851243.7712839,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1524851243.7714109,-122.3957525,37.7932806,0.1190000
MsgID.LOCAL_VELOCITY,1524851243.7714109,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1524851243.7715299,-0.1115452,-0.0932770,-0.1195280
MsgID.LOCAL_VELOCITY,1524851243.7715299,0.0000000,0.0000000,-0.0000000
MsgID.STATE,1524851243.7717609,False,False
MsgID.GLOBAL_HOME,1524851243.7722139,-122.3957514,37.7932816,0.0000000
MsgID.GLOBAL_POSITION,1524851243.7723231,-122.3957521,37.7932819,0.1110000
MsgID.LOCAL_VELOCITY,1524851243.7723231,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1524851243.7724469,0.0324669,-0.0613224,-0.1119374
MsgID.LOCAL_VELOCITY,1524851243.7724469,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1524851243.7725608,-122.3957503,37.7932818,0.0920000
MsgID.LOCAL_VELOCITY,1524851243.7725608,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1524851243.7726731,0.0166603,0.0968678,-0.0929914
MsgID.LOCAL_VELOCITY,1524851243.7726731,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1524851243.7727830,-122.3957494,37.7932819,0.0680000
MsgID.LOCAL_VELOCITY,1524851243.7727830,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1524851243.7728992,0.0327127,0.1807592,-0.0682660
MsgID.LOCAL_VELOCITY,1524851243.7728992,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1524851243.7730072,-122.3957508,37.7932805,0.0330000
MsgID.LOCAL_VELOCITY,1524851243.7730072,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1524851243.7731211,-0.1262717,0.0520298,-0.0334117
MsgID.LOCAL_VELOCITY,1524851243.7731211,0.0000000,0.0000000,-0.0000000
MsgID.STATE,1524851243.7732749,False,False
MsgID.GLOBAL_HOME,1524851243.7734149,-122.3957514,37.7932816,0.0000000
MsgID.GLOBAL_POSITION,1524851243.7735131,-122.3957515,37.7932802,0.0010000
MsgID.LOCAL_VELOCITY,1524851243.7735131,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1524851243.7736309,-0.1607241,-0.0050188,-0.0012562
MsgID.LOCAL_VELOCITY,1524851243.7736309,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1524851243.7737422,-122.3957515,37.7932823,-0.0320000
MsgID.LOCAL_VELOCITY,1524851243.7737422,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1524851243.7738519,0.0782763,-0.0057845,0.0323438
MsgID.LOCAL_VELOCITY,1524851243.7738519,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1524851243.9550810,-122.3957519,37.7932824,-0.0540000
MsgID.LOCAL_VELOCITY,1524851243.9550810,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1524851243.9553020,0.0989396,0.0026326,0.0547855
MsgID.LOCAL_VELOCITY,1524851243.9553020,-0.0002195,-0.0000002,-0.0030774
MsgID.GLOBAL_POSITION,1524851244.2044978,-122.3957506,37.7932805,-0.0610000
MsgID.LOCAL_VELOCITY,1524851244.2044978,0.0000000,0.0000000,-0.0700000
MsgID.LOCAL_POSITION,1524851244.2047930,-0.1061711,0.1199274,0.0619238
MsgID.LOCAL_VELOCITY,1524851244.2047930,0.0044646,-0.0015714,-0.0740763
MsgID.STATE,1524851244.4507148,True,True
MsgID.GLOBAL_HOME,1524851247.4525859,-122.3957519,37.7932815,0.0000000
MsgID.GLOBAL_POSITION,1524851247.4527612,-122.3957501,37.7932823,-0.0500000
MsgID.LOCAL_VELOCITY,1524851247.4527612,0.0100000,-0.0100000,-0.0500000
MsgID.LOCAL_POSITION,1524851247.4529469,0.0935133,0.1633994,0.0507059
MsgID.LOCAL_VELOCITY,1524851247.4529469,0.0187655,-0.0114385,-0.0575344
MsgID.GLOBAL_POSITION,1524851247.4531069,-122.3957520,37.7932826,0.2040000
MsgID.LOCAL_VELOCITY,1524851247.4531069,0.0000000,-0.0100000,-2.0900000
MsgID.LOCAL_POSITION,1524851247.4532638,0.1200366,-0.0042384,-0.2045357
MsgID.LOCAL_VELOCITY,1524851247.4532638,0.0090285,-0.0120891,-2.0972970
MsgID.GLOBAL_POSITION,1524851247.4534972,-122.3957519,37.7932810,0.9170000
MsgID.LOCAL_VELOCITY,1524851247.4534972,-0.0100000,0.0200000,-3.8600000
MsgID.LOCAL_POSITION,1524851247.4537261,-0.0516176,0.0043504,-0.9178233
MsgID.LOCAL_VELOCITY,1524851247.4537261,-0.0133338,0.0225649,-3.8637931
